Argentina;;;Bolivia;;;Brazil;;;Canada;;;Chile;;;Colombia;;;Dominican Republic;;;Guatemala;;;Mexico;;;Panama;;;Peru;;;El Salvador;;;US;;
Rt;Lower;Upper;Rt;Lower;Upper;Rt;Lower;Upper;Rt;Lower;Upper;Rt;Lower;Upper;Rt;Lower;Upper;Rt;Lower;Upper;Rt;Lower;Upper;Rt;Lower;Upper;Rt;Lower;Upper;Rt;Lower;Upper;Rt;Lower;Upper;Rt;Lower;Upper
1,162296827;1,076505348;1,251330593;1,640001325;1,512625636;1,772452666;1,263368209;1,241654748;1,285267274;4,55329486;4,320488999;4,792123695;1,194137562;1,148499609;1,240652258;1,542497093;1,469845666;1,616876394;0,836202601;0,785020316;0,888978356;1,564781943;1,37228189;1,769732748;1,982536848;1,928342027;2,037472248;1,564781943;1,37228189;1,769732748;1,597491811;1,573275795;1,62189021;1,343340386;1,200605139;1,493976655;8,398785186;8,286783904;8,511527872
1,060928799;0,98086509;1,144088813;1,636143752;1,514849864;1,762042432;1,33169435;1,309987884;1,353576706;5,008583026;4,790972944;5,230958275;1,430190346;1,380801556;1,480434838;1,522925159;1,452598993;1,594890398;0,742510958;0,694094412;0,792536688;1,895668779;1,683746246;2,119970917;1,853552062;1,803401048;1,904381296;1,895668779;1,683746246;2,119970917;1,348860927;1,327437032;1,370453946;1,208014695;1,076856834;1,346600524;7,616575897;7,527006152;7,706668096
1,010991926;0,934290102;1,090676481;1,675484041;1,558239072;1,796921318;1,596732722;1,573444843;1,620189304;4,633646472;4,446555529;4,824538744;1,618395236;1,566510216;1,671113773;1,478145852;1,410752269;1,547089795;0,781088374;0,730994478;0,832818888;2,024873468;1,808080572;2,253763711;1,624758923;1,579969981;1,670165142;2,024873468;1,808080572;2,253763711;1,221216639;1,201584421;1,241005736;1,269729106;1,138523275;1,407986983;6,69063284;6,620652168;6,760976334
1,043190842;0,96624637;1,123041069;1,538484926;1,430686798;1,650142768;1,617043894;1,594016727;1,64023391;4,388056544;4,226035492;4,553082695;1,972993764;1,916525312;2,030270651;1,660590969;1,591148702;1,731495607;0,92561796;0,87039305;0,982517449;2,233880609;2,011447402;2,467810623;1,51650642;1,47524854;1,558325371;2,233880609;2,011447402;2,467810623;1,202378369;1,183538264;1,221365184;1,345638139;1,213216664;1,484819731;5,381430698;5,328792299;5,434324229
0,99592475;0,921327901;1,073384089;1,791166434;1,678830074;1,90708922;1,714649453;1,691395045;1,738060432;3,992536168;3,855686327;4,131739126;2,167123662;2,109162789;2,225859236;1,453424983;1,390371285;1,517857315;1,049805967;0,99010262;1,111232477;2,482182591;2,25639192;2,718585562;1,335444661;1,298416606;1,37298605;2,482182591;2,25639192;2,718585562;1,221830233;1,203327662;1,240472013;1,33483089;1,205137353;1,471057005;4,523175057;4,482184621;4,564349495
0,908039942;0,837115703;0,981806992;1,563743943;1,462346363;1,668492167;1,757934193;1,734984929;1,781032154;3,404564157;3,29252225;3,518454488;2,210965073;2,154226892;2,268430496;1,518739135;1,45615737;1,582619123;1,204383279;1,13944954;1,271091001;2,791593105;2,563540273;3,029224637;1,351406893;1,31554403;1,387745318;2,791593105;2,563540273;3,029224637;1,199738305;1,181746751;1,2178639;1,209453031;1,088057155;1,337176582;4,213099489;4,178958006;4,247377952
0,890882449;0,820727964;0,963872899;1,460282526;1,365540971;1,55815658;1,852332832;1,829518051;1,875287032;2,710494648;2,621319443;2,801140606;2,107185121;2,054174029;2,160862146;1,539346173;1,478218889;1,601694523;1,471597222;1,398984969;1,546020732;2,65661582;2,446896289;2,874835065;1,430752072;1,394962322;1,466988837;2,65661582;2,446896289;2,874835065;1,266813052;1,248582498;1,285173905;1,214233309;1,094588453;1,339994358;3,814232997;3,785722157;3,842849317
1,016832838;0,941724081;1,094782286;1,444360383;1,353299837;1,538343845;1,836104144;1,814215855;1,858121866;2,61394833;2,53499952;2,694090855;1,907248269;1,859452888;1,955641707;1,533456419;1,474221625;1,59384161;1,521944309;1,447908875;1,597799754;2,548242733;2,356082955;2,747828076;1,473689847;1,438241379;1,509563862;2,548242733;2,356082955;2,747828076;1,14410676;1,126993657;1,161347029;1,210024122;1,092604659;1,333350108;3,445510219;3,421404566;3,469699325
1,04478285;0,96837931;1,12404612;1,476216301;1,387087063;1,568081555;1,852841516;1,831726213;1,874076152;2,35566218;2,287227204;2,425091868;1,729805064;1,686829429;1,773313763;1,404509837;1,349462297;1,460642407;1,425218756;1,35420817;1,498018389;2,41924694;2,245026355;2,599885356;1,44573381;1,411371817;1,480503339;2,41924694;2,245026355;2,599885356;0,919423968;0,904275112;0,934696918;1,229059461;1,112539549;1,351298791;3,091984718;3,071482702;3,11255399
1,262902531;1,17838564;1,350304966;1,355673063;1,272777075;1,441147238;1,728578648;1,709039127;1,748227697;2,190236692;2,129205642;2,252118105;1,589940147;1,550949718;1,629407882;1,434937276;1,38087914;1,490018806;1,379474678;1,310989255;1,449679195;1,931307241;1,786755785;2,081401255;1,462588386;1,428779955;1,496786652;1,931307241;1,786755785;2,081401255;0,893975361;0,879222761;0,908849001;1,226490088;1,111715963;1,346821504;2,80776521;2,790091054;2,825494399
1,363470667;1,275352918;1,454490239;1,450730796;1,367185502;1,536718714;1,550098235;1,532387957;1,567908861;2,232115006;2,174585401;2,290385241;1,502457228;1,466363239;1,538983949;1,437808478;1,385198295;1,491385497;1,305745781;1,240878555;1,372242364;1,567389588;1,446041426;1,69355718;1,333819526;1,302308029;1,365702479;1,567389588;1,446041426;1,69355718;0,920626142;0,905795618;0,935575421;1,179906279;1,068841588;1,296381899;2,525870193;2,51058757;2,54119855
1,548712503;1,454889307;1,645425874;1,368706246;1,289572131;1,450163463;1,439893094;1,423541101;1,456337175;2,125652555;2,072889297;2,179069692;1,440307086;1,406401004;1,474611411;1,394275798;1,343823132;1,445645202;1,157908357;1,098521072;1,218836979;1,398850033;1,291148219;1,510804726;1,284882298;1,25473332;1,315384224;1,398850033;1,291148219;1,510804726;0,981534285;0,966271653;0,996914856;1,121501064;1,014664989;1,233607825;2,282587234;2,269235034;2,29597806
1,602402901;1,507860074;1,699779749;1,298136403;1,222882843;1,375605195;1,317998631;1,302959102;1,333123266;1,715077654;1,670373221;1,760364212;1,376082699;1,344069465;1,408467468;1,434215569;1,384303408;1,484999332;1,275613702;1,214763135;1,337930469;1,521122527;1,414192715;1,631893932;1,333897407;1,303935371;1,364195049;1,521122527;1,414192715;1,631893932;1,066877761;1,050928208;1,082945771;1,044163364;0,942454977;1,151008362;2,14501566;2,133022342;2,157042138
1,719183249;1,623000129;1,81809601;1,499320823;1,420196275;1,580560055;1,42430103;1,409183536;1,439498065;1,9869343;1,941395467;2,032993717;1,320545698;1,290092987;1,35134871;1,38257358;1,334746708;1,431230549;1,388658303;1,326392243;1,452332522;1,563521069;1,459071522;1,67153015;1,363200963;1,333586342;1,393136286;1,563521069;1,459071522;1,67153015;1,286642008;1,269036422;1,304367197;0,996284789;0,898115558;1,099472389;2,066528931;2,055533756;2,07755303
1,732544538;1,638520312;1,829154883;1,454856342;1,378608554;1,533127477;1,538068665;1,522784643;1,55342795;1,735758344;1,695343228;1,776642909;1,47774461;1,446328649;1,509493422;1,390665105;1,343821587;1,438299937;1,316130435;1,256481682;1,377143004;1,868234312;1,757135408;1,982690679;1,391275047;1,361949483;1,420908637;1,868234312;1,757135408;1,982690679;1,329732;1,311768115;1,347816361;0,947150788;0,852337466;1,046892237;1,986232102;1,976091665;1,996398133
1,736224185;1,645131114;1,829737247;1,525551297;1,449115426;1,60392398;1,675458236;1,65987138;1,691116928;1,486572851;1,450892797;1,522680283;1,649573616;1,617110283;1,682355089;1,318756699;1,274209137;1,364058967;1,260559012;1,203085936;1,31935423;2,171121676;2,054335077;2,291091355;1,407716254;1,378778299;1,436950566;2,171121676;2,054335077;2,291091355;1,165115302;1,14833328;1,182017378;1,062832885;0,962788324;1,167751488;1,799372814;1,79024395;1,808524574
1,71466698;1,627417509;1,804162607;1,611962626;1,535182187;1,690590262;1,743346652;1,727810966;1,758950909;1,385479183;1,352512719;1,418837071;1,716601521;1,684193425;1,749314174;1,281438067;1,238528618;1,325068021;1,227514898;1,171776726;1,284529949;2,364757769;2,246430971;2,486078792;1,306627752;1,279304709;1,334235489;2,364757769;2,246430971;2,486078792;1,184084569;1,167329043;1,200957839;1,220433211;1,113244107;1,332478458;1,667386754;1,659042693;1,675751458
1,675339109;1,59238046;1,760374626;1,65047499;1,5747462;1,727957217;1,645040724;1,630354435;1,659791954;1,466854399;1,434223246;1,499847497;1,738130598;1,70632158;1,770229299;1,211659373;1,170851607;1,25315639;0,935049839;0,88735649;0,983974029;2,103775345;1,996616631;2,213695664;1,253759017;1,227563988;1,28022675;2,103775345;1,996616631;2,213695664;1,227606713;1,210798239;1,244529449;1,21561534;1,108629567;1,327458491;1,51850601;1,510916469;1,526114302
1,526049171;1,449940046;1,60407773;1,521972777;1,451332691;1,594267835;1,383978475;1,370945144;1,397072615;1,128989093;1,10128957;1,157027866;1,733961127;1,703152142;1,765042447;1,223155899;1,182971138;1,264002467;0,87437563;0,829056321;0,920883918;1,842808033;1,747630907;1,940473158;1,193852466;1,168846158;1,219119767;1,842808033;1,747630907;1,940473158;1,244197491;1,227535807;1,260969936;1,175259691;1,070299994;1,285058417;1,390736206;1,383779644;1,39770997
1,400909656;1,330742011;1,472854679;1,598425432;1,528259757;1,670143822;1,267607825;1,255582413;1,279689759;1,146547277;1,119364576;1,174051549;1,561965008;1,533763851;1,59041951;1,153052286;1,114728428;1,192014795;0,903298336;0,857813394;0,949941735;1,51247169;1,431207464;1,595948213;1,208568812;1,183912055;1,233476158;1,51247169;1,431207464;1,595948213;1,280983833;1,264317651;1,297757632;1,078854613;0,979053633;1,183429744;1,303966239;1,297477304;1,310471137
1,463598758;1,394359348;1,534492335;1,679778108;1,610155147;1,750853997;1,214347468;1,202981478;1,225766161;1,04465687;1,019273325;1,070348268;1,551398509;1,524362572;1,578668801;1,171620026;1,133567769;1,210291698;0,856093638;0,812063634;0,901269663;1,235465654;1,166086642;1,306821193;1,279005278;1,254072238;1,304180332;1,235465654;1,166086642;1,306821193;1,481075023;1,463395752;1,498858977;0,954965367;0,862179953;1,05242432;1,269714743;1,263507958;1,275936526
1,479764342;1,412278497;1,548803104;1,776259878;1,706935472;1,846944851;1,234267961;1,223131919;1,245453771;1,029831877;1,005022449;1,054939592;1,612800623;1,586265942;1,639552349;1,236398919;1,197807785;1,27559337;0,929155145;0,883175382;0,976285249;0,930455894;0,873105629;0,989604566;1,342347654;1,317170098;1,367760262;0,930455894;0,873105629;0,989604566;1,450201196;1,43295832;1,467545769;0,803488858;0,71949744;0,892050019;1,210209895;1,204300941;1,216133111
1,650502565;1,581098014;1,721377004;1,659256724;1,594446835;1,725339617;1,397871783;1,386268553;1,409522703;0,984521339;0,960513462;1,008821439;1,724889642;1,698391672;1,75158988;1,320757795;1,281312809;1,360792428;1,171867138;1,119815266;1,225084868;1,004810555;0,947171799;1,064127703;1,315754531;1,291163844;1,340573965;1,004810555;0,947171799;1,064127703;1,229579849;1,213979446;1,245278471;0,838217261;0,753046141;0,927885594;1,146116546;1,140481481;1,151765307
1,902836332;1,830140989;1,976927668;1,836345109;1,770482231;1,903393978;1,580136608;1,567994635;1,592324765;0,938075387;0,914777179;0,961662487;1,8075986;1,781343056;1,834043563;1,298816854;1,260135567;1,338074733;1,088880773;1,038298944;1,140648678;1,013922132;0,957172798;1,072282677;1,341637607;1,317172382;1,366324832;1,013922132;0,957172798;1,072282677;1,260424673;1,244968107;1,275975277;0,859021803;0,772915295;0,949610204;1,063993483;1,058653399;1,069346816
2,08089785;2,006886267;2,156230841;1,653806598;1,59360966;1,7151039;1,501743181;1,490084486;1,513446681;1,137497736;1,111887975;1,163395027;1,809194347;1,783781853;1,834784093;1,377251854;1,337922532;1,417142953;0,980612128;0,93236539;1,030058797;1,037042633;0,980095152;1,095575556;1,330488278;1,306540804;1,354650211;1,037042633;0,980095152;1,095575556;1,27177588;1,256603431;1,287038117;0,956589071;0,865130299;1,052577208;0,983163156;0,978098719;0,98824049
2,132517155;2,060023323;2,20624708;1,485553717;1,430682676;1,541442854;1,48442036;1,473051898;1,49583192;1,293182462;1,26586091;1,320791668;1,699251703;1,675498901;1,723169373;1,420611066;1,381284936;1,4604815;1,061373562;1,011162478;1,112784215;0,964159911;0,909327327;1,020575077;1,260272379;1,237404925;1,283346296;0,964159911;0,909327327;1,020575077;1,277130533;1,262236714;1,2921105;1,002417952;0,90783665;1,101618607;0,934229722;0,929342899;0,939129184
2,006700346;1,939276614;2,075260127;1,294122325;1,244898731;1,344286954;1,485903067;1,474813273;1,497033827;1,318722267;1,291119455;1,34661297;1,638548774;1,616129566;1,661120275;1,437127626;1,398288368;1,476491518;1,067276859;1,01711073;1,118633602;1,186388527;1,125392296;1,248971812;1,301357644;1,278573958;1,324339749;1,186388527;1,125392296;1,248971812;1,279003823;1,264362653;1,293728112;1,061372048;0,962963724;1,164499206;0,931152214;0,926303621;0,936013289
1,789152359;1,72860593;1,850726419;1,342779676;1,294414463;1,39201957;1,49800248;1,487181571;1,508862072;1,296480796;1,269221377;1,32402582;1,509709251;1,489052871;1,530505949;1,464313167;1,425915381;1,503214005;0,984165512;0,936215688;1,033295972;1,175210978;1,11442826;1,237584901;1,340818664;1,31813467;1,3636935;1,175210978;1,11442826;1,237584901;1,400959469;1,385882143;1,416117238;1,113852058;1,012194428;1,220304304;0,954934301;0,950033478;0,959847559
1,601466094;1,547173107;1,65668227;1,152919666;1,109469723;1,19719249;1,48204222;1,471588812;1,492532113;1,393943398;1,365978776;1,422187443;1,399025753;1,379908074;1,418273132;1,586985797;1,547916763;1,626534979;0,987488767;0,939645577;1,036503228;1,222183917;1,160226217;1,285730551;1,381265207;1,358657927;1,404056438;1,222183917;1,160226217;1,285730551;1,261041382;1,246966412;1,27519425;1,190486079;1,084947783;1,300852635;0,978278089;0,973308845;0,983259811
1,47410489;1,424612646;1,524430422;1,137409708;1,095269283;1,180334461;1,633266212;1,622601749;1,643965124;1,226524801;1,200728794;1,252591159;1,373851755;1,35556989;1,392254379;1,54139055;1,503838305;1,579399446;0,987946046;0,940242683;1,036813209;1,220725354;1,159112303;1,283911407;1,336810388;1,314969664;1,358828507;1,220725354;1,159112303;1,283911407;1,036540852;1,02400213;1,049154818;1,271244649;1,162244514;1,385060342;0,979410483;0,974419062;0,98441448
1,345769152;1,300545546;1,391754863;1,128356648;1,087149107;1,170319988;1,601626046;1,591358617;1,611926035;1,21425374;1,189085959;1,239681424;1,290903192;1,273719561;1,308200365;1,461130816;1,425550494;1,497143607;1,062559464;1,013144149;1,113134854;1,420596837;1,354680657;1,488056868;1,3079755;1,286780386;1,329341348;1,420596837;1,354680657;1,488056868;0,876762815;0,865445675;0,888152452;;;;0,975607886;0,970605477;0,980622976
1,341515401;1,297975347;1,385763702;1,030224628;0,991391431;1,06979341;1,485675081;1,476068526;1,495312365;1,178174756;1,153882783;1,20271626;1,187096463;1,171041888;1,203258829;1,394601904;1,36084806;1,428763492;1,008330929;0,960216123;1,057605422;1,361527829;1,297808236;1,426752993;1,29766658;1,27697791;1,318519194;1,361527829;1,297808236;1,426752993;0,748221619;0,737936801;0,758576627;;;;0,942954432;0,938020387;0,947901241
1,278631061;1,237342576;1,320587703;0,880185048;0,844668987;0,916422254;1,270406167;1,261794487;1,279046731;1,179611104;1,155740586;1,203722229;1,183162976;1,167482656;1,198946446;1,35350433;1,321226825;1,386165944;1,059855593;1,010509782;1,1103612;1,33772138;1,275544807;1,401356762;1,287599724;1,267406136;1,307950705;1,33772138;1,275544807;1,401356762;0,616736843;0,60748757;0,626055028;;;;0,91669807;0,91182207;0,921586892
1,172553456;1,133932568;1,211812051;0,900926475;0,865239426;0,937324599;1,161547209;1,15356836;1,169553177;1,073778936;1,051350669;1,096440626;1,200980926;1,185465653;1,216595676;1,320914731;1,289906861;1,352285764;1,122479022;1,071716482;1,174399643;1,311269382;1,250886416;1,373055649;1,242004052;1,222555525;1,261603928;1,311269382;1,250886416;1,373055649;0,593913009;0,58483337;0,60306162;;;;0,960385314;0,955384254;0,965399248
1,171284189;1,133425787;1,209755838;0,952884614;0,916283847;0,990192117;1,094831175;1,087301153;1,102386824;1,037317438;1,015548621;1,059313893;1,109138134;1,094444248;1,123928645;1,323097478;1,292827284;1,353713087;1,232132546;1,179006988;1,286412383;1,368824826;1,308399858;1,430594646;1,232571468;1,213550732;1,25173806;1,368824826;1,308399858;1,430594646;0,701321999;0,691345274;0,711369206;;;;1,035566061;1,030358539;1,040786529
1,206073182;1,168273702;1,244466072;1,051234226;1,01270798;1,090469628;1,176253631;1,168616841;1,183914948;0,936640193;0,916168033;0,95733542;1,144442948;1,129696911;1,159283278;1,314181457;1,284670076;1,344023309;1,119842878;1,069389341;1,171443032;;;;1,220530458;1,201925657;1,239276169;;;;0,751309019;0,740768933;0,76192253;;;;1,081299578;1,075959389;1,086652804
1,21485887;1,177424817;1,252870551;1,242287774;1,200178022;1,285113445;1,2815771;1,273722424;1,289455587;0,911453285;0,891403369;0,931723088;1,141882295;1,127308851;1,15654804;1,240209622;1,212109723;1,268627038;1,006973049;0,959461387;1,055616719;;;;1,160585178;1,142729126;1,178577741;;;;0,749304556;0,738496231;0,760190314;;;;1,102752777;1,097344173;1,108174493
1,247166461;1,209672933;1,285224231;;;;1,521939442;1,513464464;1,530437756;0,915987092;0,89595758;0,936234944;1,09099592;1,076883676;1,10519876;1,187371402;1,16039061;1,214657962;0,885914956;0,841789259;0,931151986;;;;1,078693479;1,061730337;1,095789195;;;;0,886124396;0,874039946;0,898290663;;;;1,064139946;1,058824455;1,069468563
1,340627658;1,30218773;1,379618936;;;;1,485736239;1,477443936;1,494051427;0,933121572;0,912893812;0,953567905;1,061768759;1,047966862;1,075659699;1,082946504;1,057637777;1,108550313;0,814044596;0,77213336;0,857047879;;;;1,085557404;1,068762972;1,102480948;;;;0,985332935;0,97226634;0,998485541;;;;0,991833894;0,9867159;0,996964944
1,270562075;1,233609725;1,308052135;;;;1,345186953;1,337410767;1,352985368;0,966355183;0,945689708;0,987240915;1,177847149;1,163424451;1,192357466;1,061862826;1,037194544;1,086816991;0,813436708;0,771731287;0,856224165;;;;1,107731541;1,090949764;1,124639636;;;;1,056339399;1,04253201;1,070236362;;;;0,921709389;0,916799487;0,926632223
1,200049907;1,164662267;1,235959768;;;;1,316540854;1,309012418;1,324090578;0,977112717;0,956217193;0,99823095;1,15030646;1,136152675;1,16454665;1,120112376;1,095090796;1,145412665;0,93084447;0,886117518;0,976657152;;;;1,191801303;1,174533999;1,209192863;;;;1,073966252;1,059854283;1,08817026;;;;0,891579542;0,886773279;0,896398616
1,217092828;1,182039792;1,252650904;;;;1,269441966;1,262235041;1,276669124;1,112017516;1,089596338;1,134663867;1,1013828;1,087625228;1,115225641;1,099832265;1,075258897;1,124679405;1,076287344;1,027783202;1,125894102;;;;1,253751894;1,236154006;1,271472437;;;;1,146157365;1,131489374;1,16091851;;;;0,931219596;0,926318381;0,936133564
1,276267217;1,240961702;1,312061038;;;;1,184596013;1,177803413;1,191407874;1,08995776;1,067668612;1,112473972;1,150694103;1,136737931;1,164734247;;;;1,240892609;1,18822007;1,29469143;;;;1,289299416;1,271573615;1,307146215;;;;;;;;;;0,979359164;0,974325242;0,984405877
1,338138163;1,302532017;1,374217752;;;;1,28152111;1,274605781;1,28845489;1,053002935;1,031064898;1,075168703;1,148521985;1,134695326;1,162431217;;;;1,267919268;1,214226618;1,322757243;;;;1,239934524;1,222713506;1,257274301;;;;;;;;;;0,99539953;0,990301767;1,0005102
1,449264429;1,412735138;1,486253496;;;;1,376245045;1,369204209;1,383303688;0,999641065;0,978316028;1,021192828;1,144065732;1,130382772;1,157829869;;;;1,27361147;1,219728585;1,32864263;;;;1,152725373;1,136334095;1,1692324;;;;;;;;;;0,971996388;0,966932359;0,97707346
;;;;;;1,243796446;1,237203804;1,250406364;0,98152316;0,960489219;1,002781761;;;;;;;1,339324925;1,284465883;1,395315045;;;;1,103534604;1,087741112;1,119440351;;;;;;;;;;0,941463996;0,936459696;0,946481448
;;;;;;1,09098271;1,084903944;1,097078225;0,842745308;0,82335147;0,862361766;;;;;;;1,398166753;1,342885787;1,454547129;;;;1,101355579;1,085814959;1,117005092;;;;;;;;;;0,884121003;0,879259362;0,888995862
;;;;;;1,064654646;1,058750366;1,070575117;0,813766451;0,794762112;0,832992207;;;;;;;;;;;;;1,140786429;1,125168233;1,156510784;;;;;;;;;;0,878422179;0,873566685;0,883290945
;;;;;;1,049317731;1,043546494;1,055104663;0,804981634;0,78606731;0,824117691;;;;;;;;;;;;;1,214593349;1,198629933;1,230660902;;;;;;;;;;0,89472223;0,88980727;0,89965054
;;;;;;1,052489973;1,046775976;1,058219308;0,777620723;0,758931227;0,796534391;;;;;;;;;;;;;;;;;;;;;;;;;0,927021964;0,921993731;0,932063681
;;;;;;1,09378405;1,088000855;1,099582363;0,750726642;0,732183044;0,769498908;;;;;;;;;;;;;;;;;;;;;;;;;0,907970971;0,902960677;0,912994935
;;;;;;;;;0,73072901;0,712193098;0,749499732;;;;;;;;;;;;;;;;;;;;;;;;;0,874817539;0,869863152;0,879785801
;;;;;;;;;0,75004212;0,730966402;0,769360128;;;;;;;;;;;;;;;;;;;;;;;;;0,843198594;0,838300301;0,84811096
;;;;;;;;;0,777570091;0,75780263;0,797588521;;;;;;;;;;;;;;;;;;;;;;;;;0,810078475;0,805244089;0,814927129
;;;;;;;;;0,817656411;0,796998867;0,838574576;;;;;;;;;;;;;;;;;;;;;;;;;0,837117741;0,832164961;0,842085013
;;;;;;;;;0,845193988;0,823788768;0,866869928;;;;;;;;;;;;;;;;;;;;;;;;;0,896157927;0,890984581;0,901346043
;;;;;;;;;0,865495176;0,843445763;0,887825131;;;;;;;;;;;;;;;;;;;;;;;;;0,965953294;0,960521914;0,971399776
;;;;;;;;;0,872917701;0,850427309;0,895697529;;;;;;;;;;;;;;;;;;;;;;;;;0,964162343;0,958673949;0,969666187
;;;;;;;;;0,880960314;0,858070827;0,904146897;;;;;;;;;;;;;;;;;;;;;;;;;0,986921783;0,981315965;0,992543346
;;;;;;;;;0,887466473;0,86424305;0,910993511;;;;;;;;;;;;;;;;;;;;;;;;;0,939661608;0,934156889;0,945182274
;;;;;;;;;0,917063853;0,8932342;0,941202832;;;;;;;;;;;;;;;;;;;;;;;;;0,932100986;0,926598854;0,93761918
;;;;;;;;;0,953319018;0,9288167;0,97813589;;;;;;;;;;;;;;;;;;;;;;;;;0,939745087;0,934208785;0,945297519
;;;;;;;;;0,946479334;0,921880976;0,971397053;;;;;;;;;;;;;;;;;;;;;;;;;0,987904835;0,982215427;0,993610446
;;;;;;;;;0,946873509;0,922113272;0,971957217;;;;;;;;;;;;;;;;;;;;;;;;;0,995035698;0,989308169;1,000779531
;;;;;;;;;0,922543549;0,89798445;0,947429354;;;;;;;;;;;;;;;;;;;;;;;;;1,004209089;0,998436008;1,009998583
;;;;;;;;;0,876716506;0,852684515;0,901077814;;;;;;;;;;;;;;;;;;;;;;;;;0,968953541;0,963268291;0,974655289
;;;;;;;;;0,845330198;0,821646949;0,869345251;;;;;;;;;;;;;;;;;;;;;;;;;0,913275852;0,907748813;0,918819434
;;;;;;;;;0,849346783;0,825496963;0,873531511;;;;;;;;;;;;;;;;;;;;;;;;;0,864186198;0,858805902;0,869583063
;;;;;;;;;0,81739673;0,793850071;0,841282722;;;;;;;;;;;;;;;;;;;;;;;;;0,87559412;0,870170382;0,881034476
;;;;;;;;;0,800204873;0,776706966;0,824048066;;;;;;;;;;;;;;;;;;;;;;;;;0,914715276;0,909151217;0,920296076
;;;;;;;;;0,800467099;0,776718604;0,824568223;;;;;;;;;;;;;;;;;;;;;;;;;0,97343565;0,967659563;0,979228687
;;;;;;;;;0,760083903;0,736665974;0,783863138;;;;;;;;;;;;;;;;;;;;;;;;;1,000160808;0,994260728;1,006078102
;;;;;;;;;0,73152722;0,708246806;0,75517884;;;;;;;;;;;;;;;;;;;;;;;;;1,005119636;0,999162895;1,011093836
;;;;;;;;;0,724394005;0,700886414;0,748283931;;;;;;;;;;;;;;;;;;;;;;;;;0,996767022;0,990806467;1,002745205
;;;;;;;;;0,723493733;0,699616076;0,747766457;;;;;;;;;;;;;;;;;;;;;;;;;0,958147006;0,952290243;0,964021477
;;;;;;;;;0,689530309;0,665800334;0,713669994;;;;;;;;;;;;;;;;;;;;;;;;;0,931394493;0,925617619;0,93718909
;;;;;;;;;0,724260834;0,699454887;0,749492982;;;;;;;;;;;;;;;;;;;;;;;;;0,9800757;0,974148951;0,986020177
;;;;;;;;;0,736559182;0,711015369;0,76254748;;;;;;;;;;;;;;;;;;;;;;;;;1,032246126;1,026156687;1,03835333
;;;;;;;;;0,728830181;0,702864609;0,75526013;;;;;;;;;;;;;;;;;;;;;;;;;1,0074354;1,001406383;1,013482262
;;;;;;;;;0,710455984;0,684261182;0,737135929;;;;;;;;;;;;;;;;;;;;;;;;;0,988616304;0,982632228;0,994618295
;;;;;;;;;0,717590898;0,690702225;0,744985829;;;;;;;;;;;;;;;;;;;;;;;;;0,959695578;0,953795456;0,965613641
;;;;;;;;;0,673862536;0,647268373;0,700984599;;;;;;;;;;;;;;;;;;;;;;;;;0,917196377;0,911428878;0,922981816
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,919511139;0,913735154;0,92530507
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,994839169;0,988821564;1,000874778
